--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: ogbn-products_local_top250_eigen.dgl
Nodes: 2449029 | Edges: 57076419
========================================
Starting training on cuda...
Epoch 000 | Loss 0.9993 | Val Acc: 0.8831 | Test Acc: 0.7104 | Time: 12.3963s
Epoch 001 | Loss 0.4908 | Val Acc: 0.8873 | Test Acc: 0.7172 | Time: 12.4726s
Epoch 002 | Loss 0.4679 | Val Acc: 0.8947 | Test Acc: 0.7149 | Time: 12.2593s
Epoch 003 | Loss 0.4270 | Val Acc: 0.8955 | Test Acc: 0.7276 | Time: 12.1934s
Epoch 004 | Loss 0.3911 | Val Acc: 0.8888 | Test Acc: 0.7359 | Time: 12.2764s
Epoch 005 | Loss 0.4039 | Val Acc: 0.9031 | Test Acc: 0.7226 | Time: 12.4427s
Epoch 006 | Loss 0.3636 | Val Acc: 0.9044 | Test Acc: 0.7273 | Time: 12.2428s
Epoch 007 | Loss 0.3513 | Val Acc: 0.9039 | Test Acc: 0.7300 | Time: 12.4622s
Epoch 008 | Loss 0.3444 | Val Acc: 0.9039 | Test Acc: 0.7260 | Time: 12.4491s
Epoch 009 | Loss 0.3571 | Val Acc: 0.9026 | Test Acc: 0.7183 | Time: 12.3600s
Epoch 010 | Loss 0.3608 | Val Acc: 0.8913 | Test Acc: 0.7129 | Time: 12.2443s
Epoch 011 | Loss 0.3604 | Val Acc: 0.9053 | Test Acc: 0.7279 | Time: 12.4139s
Epoch 012 | Loss 0.3274 | Val Acc: 0.9067 | Test Acc: 0.7175 | Time: 12.2729s
Epoch 013 | Loss 0.3206 | Val Acc: 0.9080 | Test Acc: 0.7280 | Time: 12.4225s
Epoch 014 | Loss 0.3158 | Val Acc: 0.9090 | Test Acc: 0.7274 | Time: 12.7557s
Epoch 015 | Loss 0.3141 | Val Acc: 0.9048 | Test Acc: 0.7268 | Time: 12.3531s
Epoch 016 | Loss 0.3187 | Val Acc: 0.8979 | Test Acc: 0.7239 | Time: 12.3159s
Epoch 017 | Loss 0.3255 | Val Acc: 0.9095 | Test Acc: 0.7261 | Time: 12.1905s
Epoch 018 | Loss 0.3105 | Val Acc: 0.8882 | Test Acc: 0.7100 | Time: 12.4226s
Epoch 019 | Loss 0.3710 | Val Acc: 0.9027 | Test Acc: 0.7222 | Time: 12.4574s
Epoch 020 | Loss 0.3342 | Val Acc: 0.9096 | Test Acc: 0.7235 | Time: 12.3152s
Epoch 021 | Loss 0.3223 | Val Acc: 0.9052 | Test Acc: 0.7203 | Time: 12.2824s
Epoch 022 | Loss 0.3554 | Val Acc: 0.9075 | Test Acc: 0.7267 | Time: 12.3175s
