--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: ogbn-products_local_top500_eigen.dgl
Nodes: 2449029 | Edges: 60560462
========================================
Starting training on cuda...
Epoch 000 | Loss 1.0334 | Val Acc: 0.8784 | Test Acc: 0.7157 | Time: 13.4207s
Epoch 025 | Loss 0.3353 | Val Acc: 0.9090 | Test Acc: 0.7400 | Time: 13.2154s
Epoch 026 | Loss 0.2981 | Val Acc: 0.9115 | Test Acc: 0.7299 | Time: 13.3632s
Epoch 027 | Loss 0.2900 | Val Acc: 0.9098 | Test Acc: 0.7359 | Time: 13.4414s
Epoch 028 | Loss 0.2945 | Val Acc: 0.9123 | Test Acc: 0.7321 | Time: 13.0709s
Epoch 029 | Loss 0.2864 | Val Acc: 0.9087 | Test Acc: 0.7381 | Time: 13.3448s
Epoch 030 | Loss 0.3030 | Val Acc: 0.9032 | Test Acc: 0.7218 | Time: 13.1734s
Epoch 031 | Loss 0.3085 | Val Acc: 0.8973 | Test Acc: 0.7198 | Time: 13.1752s
Epoch 032 | Loss 0.3263 | Val Acc: 0.9103 | Test Acc: 0.7249 | Time: 13.2799s
Epoch 033 | Loss 0.2880 | Val Acc: 0.9100 | Test Acc: 0.7264 | Time: 13.2578s
Epoch 034 | Loss 0.2844 | Val Acc: 0.9118 | Test Acc: 0.7278 | Time: 13.2335s
Epoch 035 | Loss 0.2829 | Val Acc: 0.9123 | Test Acc: 0.7242 | Time: 13.1875s
Epoch 036 | Loss 0.2946 | Val Acc: 0.9012 | Test Acc: 0.7126 | Time: 13.2894s
Epoch 037 | Loss 0.3267 | Val Acc: 0.9078 | Test Acc: 0.7304 | Time: 13.2240s
Epoch 038 | Loss 0.3144 | Val Acc: 0.9119 | Test Acc: 0.7328 | Time: 13.0557s
Epoch 039 | Loss 0.2925 | Val Acc: 0.9089 | Test Acc: 0.7268 | Time: 13.2206s
Epoch 040 | Loss 0.2924 | Val Acc: 0.9076 | Test Acc: 0.7267 | Time: 13.0800s
Epoch 041 | Loss 0.2941 | Val Acc: 0.9110 | Test Acc: 0.7295 | Time: 13.3519s
Epoch 042 | Loss 0.2801 | Val Acc: 0.9112 | Test Acc: 0.7297 | Time: 13.2944s
Epoch 043 | Loss 0.2840 | Val Acc: 0.9087 | Test Acc: 0.7122 | Time: 13.3717s
Epoch 044 | Loss 0.3161 | Val Acc: 0.9120 | Test Acc: 0.7315 | Time: 13.2624s
Epoch 045 | Loss 0.2826 | Val Acc: 0.9117 | Test Acc: 0.7247 | Time: 13.3156s
Epoch 046 | Loss 0.2797 | Val Acc: 0.9133 | Test Acc: 0.7270 | Time: 13.2205s
Epoch 047 | Loss 0.2788 | Val Acc: 0.9111 | Test Acc: 0.7243 | Time: 13.4440s
Epoch 048 | Loss 0.2835 | Val Acc: 0.9128 | Test Acc: 0.7305 | Time: 13.2606s
Epoch 049 | Loss 0.2774 | Val Acc: 0.9123 | Test Acc: 0.7247 | Time: 13.1722s

TOTAL TRAINING TIME: 3179.8030s
BEST VAL ACCURACY: 0.9133
TEST ACCURACY (at best val): 0.7270
