--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: ogbn-arxiv_local_top10_eigen.dgl
Nodes: 169343 | Edges: 608212
========================================
Starting training on cuda...
Epoch 000 | Loss 2.4927 | Val Acc: 0.5554 | Test Acc: 0.5370 | Time: 0.8319s
Epoch 030 | Loss 1.2073 | Val Acc: 0.6433 | Test Acc: 0.6176 | Time: 0.4927s
Epoch 031 | Loss 1.2042 | Val Acc: 0.6413 | Test Acc: 0.6127 | Time: 0.4592s
Epoch 032 | Loss 1.2047 | Val Acc: 0.6459 | Test Acc: 0.6215 | Time: 0.4691s
Epoch 033 | Loss 1.2007 | Val Acc: 0.6407 | Test Acc: 0.6124 | Time: 0.4756s
Epoch 034 | Loss 1.1979 | Val Acc: 0.6383 | Test Acc: 0.6081 | Time: 0.6112s
Epoch 035 | Loss 1.1981 | Val Acc: 0.6422 | Test Acc: 0.6146 | Time: 0.6607s
Epoch 036 | Loss 1.1965 | Val Acc: 0.6435 | Test Acc: 0.6176 | Time: 0.6781s
Epoch 037 | Loss 1.1942 | Val Acc: 0.6481 | Test Acc: 0.6312 | Time: 0.6611s
Epoch 038 | Loss 1.1940 | Val Acc: 0.6420 | Test Acc: 0.6150 | Time: 0.6636s
Epoch 039 | Loss 1.1919 | Val Acc: 0.6455 | Test Acc: 0.6203 | Time: 0.6872s
Epoch 040 | Loss 1.1922 | Val Acc: 0.6461 | Test Acc: 0.6223 | Time: 0.6662s
Epoch 041 | Loss 1.1915 | Val Acc: 0.6439 | Test Acc: 0.6188 | Time: 0.6809s
Epoch 042 | Loss 1.1877 | Val Acc: 0.6446 | Test Acc: 0.6193 | Time: 0.6654s
Epoch 043 | Loss 1.1856 | Val Acc: 0.6450 | Test Acc: 0.6203 | Time: 0.6810s
Epoch 044 | Loss 1.1866 | Val Acc: 0.6411 | Test Acc: 0.6097 | Time: 0.6554s
Epoch 045 | Loss 1.1835 | Val Acc: 0.6415 | Test Acc: 0.6137 | Time: 0.6923s
Epoch 046 | Loss 1.1821 | Val Acc: 0.6418 | Test Acc: 0.6147 | Time: 0.6947s
Epoch 047 | Loss 1.1834 | Val Acc: 0.6415 | Test Acc: 0.6119 | Time: 0.6995s
Epoch 048 | Loss 1.1825 | Val Acc: 0.6479 | Test Acc: 0.6245 | Time: 0.6666s
Epoch 049 | Loss 1.1812 | Val Acc: 0.6453 | Test Acc: 0.6180 | Time: 0.6954s

TOTAL TRAINING TIME: 43.3385s
BEST VAL ACCURACY: 0.6481
TEST ACCURACY (at best val): 0.6312
