--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: ogbn-arxiv_local_top10_eigen.dgl
Nodes: 169343 | Edges: 608212
========================================
Starting training on cuda...
Epoch 000 | Loss 2.4927 | Val Acc: 0.5554 | Test Acc: 0.5370 | Time: 0.8319s
Epoch 001 | Loss 1.7747 | Val Acc: 0.5897 | Test Acc: 0.5671 | Time: 0.5663s
Epoch 002 | Loss 1.5888 | Val Acc: 0.5938 | Test Acc: 0.5654 | Time: 0.5671s
Epoch 003 | Loss 1.5062 | Val Acc: 0.6098 | Test Acc: 0.5908 | Time: 0.5634s
Epoch 004 | Loss 1.4551 | Val Acc: 0.6119 | Test Acc: 0.5824 | Time: 0.5679s
Epoch 005 | Loss 1.4184 | Val Acc: 0.6152 | Test Acc: 0.5889 | Time: 0.5735s
Epoch 006 | Loss 1.3916 | Val Acc: 0.6199 | Test Acc: 0.5962 | Time: 0.5755s
Epoch 007 | Loss 1.3698 | Val Acc: 0.6238 | Test Acc: 0.5982 | Time: 0.5707s
Epoch 008 | Loss 1.3510 | Val Acc: 0.6271 | Test Acc: 0.6040 | Time: 0.5630s
Epoch 009 | Loss 1.3353 | Val Acc: 0.6258 | Test Acc: 0.5985 | Time: 0.5644s
Epoch 010 | Loss 1.3207 | Val Acc: 0.6264 | Test Acc: 0.6001 | Time: 0.5635s
Epoch 011 | Loss 1.3134 | Val Acc: 0.6308 | Test Acc: 0.6035 | Time: 0.5632s
Epoch 012 | Loss 1.2993 | Val Acc: 0.6269 | Test Acc: 0.5975 | Time: 0.5686s
Epoch 013 | Loss 1.2885 | Val Acc: 0.6317 | Test Acc: 0.6033 | Time: 0.5743s
Epoch 014 | Loss 1.2808 | Val Acc: 0.6331 | Test Acc: 0.6071 | Time: 0.5655s
Epoch 015 | Loss 1.2722 | Val Acc: 0.6305 | Test Acc: 0.6009 | Time: 0.5795s
Epoch 016 | Loss 1.2652 | Val Acc: 0.6315 | Test Acc: 0.6019 | Time: 0.5569s
Epoch 017 | Loss 1.2579 | Val Acc: 0.6320 | Test Acc: 0.6054 | Time: 0.5520s
Epoch 018 | Loss 1.2524 | Val Acc: 0.6378 | Test Acc: 0.6142 | Time: 0.5612s
Epoch 019 | Loss 1.2464 | Val Acc: 0.6374 | Test Acc: 0.6123 | Time: 0.5712s
Epoch 020 | Loss 1.2430 | Val Acc: 0.6336 | Test Acc: 0.6056 | Time: 0.6177s
Epoch 021 | Loss 1.2364 | Val Acc: 0.6398 | Test Acc: 0.6161 | Time: 0.5992s
Epoch 022 | Loss 1.2320 | Val Acc: 0.6377 | Test Acc: 0.6100 | Time: 0.6557s
Epoch 023 | Loss 1.2298 | Val Acc: 0.6373 | Test Acc: 0.6095 | Time: 0.6221s
Epoch 024 | Loss 1.2248 | Val Acc: 0.6367 | Test Acc: 0.6059 | Time: 0.4600s
Epoch 025 | Loss 1.2207 | Val Acc: 0.6348 | Test Acc: 0.6048 | Time: 0.4837s
Epoch 026 | Loss 1.2186 | Val Acc: 0.6406 | Test Acc: 0.6143 | Time: 0.4679s
Epoch 027 | Loss 1.2155 | Val Acc: 0.6390 | Test Acc: 0.6114 | Time: 0.4777s
Epoch 028 | Loss 1.2138 | Val Acc: 0.6438 | Test Acc: 0.6180 | Time: 0.4732s
Epoch 029 | Loss 1.2088 | Val Acc: 0.6404 | Test Acc: 0.6137 | Time: 0.4639s
